listing_id,date,city,district,rooms,area_sqm,floor,total_floors,has_elevator,year_built,distance_center_km,postal_code,price_sqm,price_total
301570,2025-08-07,Warszawa,Wola,1.0,59.5,12.0,6.0,1.0,2011.0,8.07,38-495,9172,545758
138089,2024-02-17,Gdansk,Chelm,2.0,90.9,13.0,,0.0,2019.0,1.64,69-299,6867,624183
368641,2025-01-03,Wroclaw,Psie Pole,1.0,52.8,4.0,17.0,,1957.0,5.53,74-274,5523,291612
514109,2025-01-21,Poznan,Rataje,3.0,76.6,3.0,7.0,1.0,1974.0,8.49,51-167,3500,268100
175497,2024-05-12,Wroclaw,Krzyki,2.0,42.9,12.0,11.0,1.0,1987.0,6.45,76-880,4908,210573
144134,2024-04-21,Wroclaw,Fabryczna,2.0,96.9,8.0,11.0,1.0,2011.0,3.02,24-225,6919,670461
351960,2024-02-08,Poznan,Grunwald,5.0,124.4,9.0,12.0,1.0,1975.0,3.96,25-634,6153,765405
258106,2024-04-15,Krakow,Krowodrza,4.0,95.6,15.0,15.0,1.0,2003.0,10.82,98-952,5214,498501
141460,2023-11-16,Wroclaw,Psie Pole,2.0,86.6,13.0,9.0,1.0,1960.0,4.61,20-788,5296,458614
22927,2024-12-28,Warszawa,Praga,1.0,69.0,2.0,8.0,1.0,1986.0,0.59,25-350,9827,678065
210046,2024-10-16,Gdansk,Oliwa,3.0,82.7,5.0,4.0,0.0,,16.48,38-242,3500,289450
119179,2025-09-11,Krakow,Podgorze,,78.3,3.0,8.0,1.0,1964.0,,80-585,7667,600347
340118,2024-03-24,Warszawa,Bielany,1.0,62.6,13.0,10.0,1.0,1993.0,9.48,50-835,6344,397124
194123,2025-03-10,Lodz,Srodmiescie,2.0,66.6,4.0,9.0,1.0,2001.0,8.55,80-542,4581,305063
367129,2024-08-31,Gdansk,Osowa,5.0,94.4,0.0,16.0,1.0,1967.0,0.2,85-686,8284,781992
340668,2024-05-31,Gdansk,Orunia,1.0,36.6,,13.0,1.0,2007.0,4.34,44-979,6272,229558
610314,2025-02-26,Krakow,Stare Miasto,,67.8,10.0,5.0,1.0,1990.0,4.47,56-400,8988,609359
20408,2024-09-27,Gdansk,Osowa,3.0,67.0,6.0,14.0,1.0,2019.0,5.23,87-747,6035,404329
68888,2025-03-31,Wroclaw,Fabryczna,2.0,78.9,0.0,17.0,0.0,1967.0,11.7,80-122,3500,276150
717399,2024-12-02,Krakow,Czyzyny,1.0,69.7,6.0,4.0,,1996.0,9.68,36-606,4378,305130
667367,2024-01-02,Krakow,Stare Miasto,5.0,50.9,14.0,11.0,1.0,1972.0,6.18,81-119,7740,393950
448046,2023-10-10,Gdansk,Chelm,5.0,50.1,0.0,11.0,1.0,2020.0,3.68,92-866,7239,362691
158183,2024-10-19,Krakow,Krowodrza,1.0,49.2,2.0,9.0,1.0,1977.0,,12-713,10499,516558
308928,2024-12-07,Warszawa,Wola,1.0,48.6,8.0,8.0,1.0,1995.0,10.49,95-307,6413,311671
634018,2024-02-10,Krakow,Pradnik,1.0,44.2,15.0,17.0,1.0,2012.0,2.9,65-285,8373,370066
714315,2025-08-03,Warszawa,Wola,2.0,48.9,7.0,14.0,1.0,1979.0,6.52,93-276,8709,425890
690644,2024-10-14,Krakow,Bronowice,3.0,94.9,1.0,15.0,1.0,1963.0,1.49,71-655,9815,931419
342884,2025-06-14,Warszawa,Ursus,1.0,75.1,2.0,16.0,,1967.0,8.4,27-888,5866,440502
756114,2024-11-12,Gdansk,Przymorze,2.0,103.0,3.0,11.0,1.0,1957.0,1.78,68-242,8236,848266
226386,2025-02-23,Poznan,Wilda,1.0,52.0,4.0,14.0,1.0,1955.0,1.81,37-411,6614,343954
417447,2025-08-25,Warszawa,Mokotow,4.0,96.8,11.0,13.0,1.0,2007.0,7.97,52-197,7680,743429
721085,2023-10-18,Gdansk,Oliwa,4.0,76.5,3.0,5.0,1.0,1993.0,0.6,23-200,9518,728104
734105,2024-10-29,Warszawa,Zoliborz,5.0,107.0,,4.0,0.0,1989.0,6.67,39-965,7405,792292
220718,2025-05-04,Lodz,Polesie,1.0,45.0,10.0,15.0,1.0,2016.0,9.41,59-789,3500,157500
559881,2025-02-15,Wroclaw,Krzyki,3.0,51.9,5.0,5.0,1.0,1963.0,10.88,75-713,3830,198789
324098,2023-11-03,Gdansk,Osowa,2.0,64.8,4.0,7.0,0.0,1971.0,13.54,60-221,3500,226800
708671,2024-08-15,Krakow,Czyzyny,4.0,76.3,1.0,4.0,0.0,1995.0,13.07,93-960,3546,270546
35600,2025-04-14,Wroclaw,Biskupin,2.0,81.5,,13.0,1.0,,3.68,88-137,6226,507392
510492,2024-03-09,Warszawa,Mokotow,2.0,79.1,14.0,12.0,0.0,1991.0,5.83,36-637,9535,754252
141065,2025-08-29,Lodz,Srodmiescie,4.0,113.0,3.0,17.0,0.0,2021.0,4.57,53-790,6448,728599
743378,2024-11-12,Warszawa,Bemowo,5.0,58.4,11.0,8.0,0.0,2019.0,0.27,54-199,10500,613188
359964,2024-11-21,Warszawa,Ursus,5.0,129.9,9.0,14.0,,2009.0,3.73,43-631,8392,1090073
287006,2025-08-01,Poznan,Jezyce,4.0,83.3,3.0,6.0,1.0,2014.0,5.46,43-681,6060,504776
377244,2024-01-29,Warszawa,Wola,,77.4,6.0,7.0,1.0,2001.0,2.27,17-127,11977,927049
727358,2025-05-27,Warszawa,Bemowo,2.0,83.3,6.0,10.0,1.0,1967.0,5.22,90-678,7696,641050
100460,2024-02-08,Warszawa,Praga,3.0,68.4,11.0,14.0,1.0,1989.0,5.42,48-398,7200,492488
558878,2024-02-16,Warszawa,Wola,2.0,76.7,5.0,10.0,1.0,1968.0,7.72,34-558,8115,622403
629626,2025-04-11,Wroclaw,Biskupin,4.0,87.0,4.0,4.0,0.0,1994.0,12.97,80-824,3500,304500
795260,2024-05-29,Warszawa,Bielany,5.0,118.0,3.0,9.0,,1971.0,0.84,30-387,11427,1348416
328718,2024-09-09,Warszawa,Bielany,2.0,75.3,0.0,6.0,1.0,,7.22,11-182,5804,437031
113784,2025-07-17,Warszawa,Mokotow,3.0,52.6,6.0,4.0,0.0,2008.0,2.27,78-619,12401,652288
401449,2023-12-27,Krakow,Czyzyny,5.0,113.1,5.0,17.0,1.0,1972.0,4.1,72-248,6584,744669
55018,2024-09-05,Krakow,Czyzyny,2.0,32.0,11.0,17.0,1.0,1992.0,7.65,28-733,5925,189607
694605,2025-09-17,Warszawa,Targowek,,85.7,4.0,9.0,1.0,1980.0,2.24,59-955,9402,805730
549590,2023-10-13,Poznan,Wilda,2.0,41.5,4.0,11.0,1.0,2001.0,3.7,74-758,6463,268231
102275,2023-11-27,Warszawa,Zoliborz,2.0,95.5,1.0,6.0,1.0,1975.0,5.71,88-525,8875,847603
459033,2024-01-10,Gdansk,Przymorze,4.0,86.8,2.0,10.0,0.0,1974.0,1.41,12-532,8945,776430
440835,2025-07-19,Gdansk,Zaspa,,82.5,5.0,5.0,1.0,2013.0,7.18,44-963,5896,486440
319169,2025-04-22,Poznan,Grunwald,4.0,99.3,1.0,4.0,,1966.0,3.08,12-144,5818,577747
218184,2025-09-13,Warszawa,Mokotow,5.0,97.8,9.0,7.0,1.0,,0.81,69-499,15846,1549777
259117,2025-02-21,Warszawa,Mokotow,5.0,90.0,,17.0,1.0,2007.0,13.94,19-336,4828,434481
351058,2024-07-03,Wroclaw,Stare Miasto,3.0,87.4,6.0,15.0,1.0,2016.0,13.56,55-802,3980,347839
381274,2024-03-08,Wroclaw,Stare Miasto,1.0,71.5,1.0,13.0,1.0,1969.0,20.29,54-991,3500,250250
648134,2025-05-04,Poznan,Stare Miasto,1.0,68.4,6.0,4.0,,1971.0,8.43,58-130,4174,285482
286952,2025-05-06,Wroclaw,Krzyki,5.0,83.6,4.0,6.0,1.0,1977.0,3.12,49-873,7514,628136
178182,2024-10-21,Lodz,Karolew,4.0,65.5,15.0,8.0,1.0,2019.0,3.11,69-865,6225,407741
648027,2024-11-04,Lodz,Widzew,1.0,38.9,12.0,4.0,0.0,1968.0,9.33,50-945,3500,136150
360509,2024-05-09,Wroclaw,Fabryczna,5.0,122.6,5.0,14.0,,1972.0,3.65,49-854,5638,691204
543587,2023-11-17,Poznan,Winogrady,3.0,63.7,11.0,16.0,1.0,1973.0,7.7,66-659,4200,267520
338348,2025-01-31,Warszawa,Bemowo,2.0,48.8,15.0,9.0,1.0,1963.0,3.27,52-963,9997,487841
101210,2024-01-21,Krakow,Bronowice,4.0,64.8,2.0,10.0,1.0,1963.0,18.73,42-493,3500,226800
347324,2024-06-10,Gdansk,Oliwa,3.0,65.1,5.0,7.0,1.0,1962.0,5.37,46-750,6747,439218
486749,2024-07-18,Krakow,Pradnik,2.0,61.2,15.0,15.0,1.0,1973.0,5.81,26-961,6256,382897
188452,2024-08-27,Gdansk,Przymorze,,100.8,5.0,5.0,1.0,1975.0,21.51,76-354,3500,352800
265502,2025-05-07,Warszawa,Mokotow,,63.3,15.0,17.0,1.0,1969.0,7.8,27-341,7189,455075
500921,2025-04-04,Krakow,Nowa Huta,2.0,29.6,14.0,5.0,1.0,1993.0,10.67,87-754,4872,144200
568951,2024-12-10,Lodz,Gorny,2.0,97.1,1.0,7.0,1.0,1969.0,5.34,62-260,3883,377083
96435,2025-02-12,Wroclaw,Stare Miasto,3.0,92.7,13.0,10.0,1.0,1970.0,11.49,66-988,3743,346940
48616,2025-07-25,Poznan,Grunwald,,59.9,13.0,10.0,1.0,2003.0,2.2,98-649,7468,447331
323508,2024-02-17,Gdansk,Zaspa,1.0,75.5,11.0,17.0,,1981.0,1.34,46-161,8883,670681
683155,2024-10-26,Warszawa,Mokotow,1.0,66.7,9.0,9.0,0.0,,6.73,69-803,7955,530608
126676,2025-01-23,Lodz,Teofilow,5.0,106.0,8.0,15.0,1.0,1996.0,6.59,84-397,4004,424475
141522,2024-12-17,Lodz,Srodmiescie,2.0,82.4,4.0,9.0,1.0,2019.0,9.8,50-781,4018,331060
92567,2024-11-23,Poznan,Jezyce,4.0,91.4,8.0,5.0,1.0,1994.0,4.21,85-245,6304,576211
365113,2024-04-19,Poznan,Stare Miasto,3.0,33.5,2.0,14.0,1.0,1968.0,6.08,37-533,6615,221618
410627,2024-08-01,Wroclaw,Fabryczna,4.0,130.9,15.0,14.0,1.0,1975.0,7.2,47-964,4734,619700
7981,2025-07-11,Gdansk,Osowa,2.0,85.8,8.0,6.0,1.0,1960.0,2.88,88-394,6948,596136
39058,2025-01-02,Krakow,Stare Miasto,5.0,123.9,10.0,11.0,1.0,1955.0,6.36,20-892,6880,852399
460629,2024-06-18,Lodz,Baluty,2.0,65.6,5.0,9.0,1.0,1973.0,5.71,24-146,3500,229600
361626,2023-11-29,Wroclaw,Srodmiescie,2.0,68.9,6.0,,0.0,1988.0,0.28,75-824,10907,751526
426892,2025-09-25,Warszawa,Praga,5.0,110.5,7.0,16.0,1.0,1984.0,8.58,74-333,5760,636461
123548,2023-12-31,Warszawa,Bielany,2.0,63.5,10.0,15.0,1.0,1955.0,14.81,41-367,3783,240211
471940,2024-08-08,Lodz,Teofilow,4.0,62.3,8.0,8.0,1.0,2003.0,4.55,63-500,4612,287314
459532,2025-06-07,Warszawa,Praga,2.0,76.9,2.0,13.0,,2023.0,6.96,82-973,6752,519235
156695,2024-11-20,Warszawa,Bielany,4.0,102.5,14.0,6.0,1.0,2023.0,8.89,22-572,6667,683379
102779,2024-12-13,Krakow,Zwierzyniec,3.0,79.8,6.0,,1.0,,6.5,42-989,6209,495460
260179,2024-09-06,Krakow,Stare Miasto,1.0,61.8,14.0,8.0,1.0,,9.15,55-332,6577,406455
648288,2024-02-29,Wroclaw,Psie Pole,3.0,73.5,1.0,15.0,1.0,,10.21,55-598,3595,264250
588376,2023-11-11,Gdansk,Przymorze,2.0,75.7,14.0,17.0,,,4.1,55-710,7732,585276
649113,2024-12-04,Warszawa,Ursynow,2.0,61.2,11.0,15.0,0.0,2001.0,9.12,88-788,6051,370306
623457,2025-06-28,Wroclaw,Srodmiescie,2.0,52.3,9.0,,1.0,1972.0,7.53,91-893,6369,333123
296199,2024-10-24,Wroclaw,Biskupin,2.0,84.0,4.0,13.0,1.0,1992.0,3.89,11-341,6825,573340
587100,2023-10-14,Gdansk,Oliwa,5.0,108.5,13.0,5.0,1.0,2013.0,11.96,82-431,4402,477605
780122,2025-03-25,Krakow,Podgorze,1.0,78.4,14.0,9.0,0.0,1986.0,3.68,34-949,8056,631596
559272,2024-04-18,Poznan,Naramowice,1.0,47.6,6.0,13.0,1.0,1955.0,11.36,33-899,3500,166600
522553,2025-02-18,Lodz,Baluty,2.0,53.8,2.0,11.0,,2001.0,4.68,43-930,4558,245241
738206,2024-04-05,Warszawa,Targowek,1.0,66.6,4.0,6.0,1.0,1991.0,1.71,46-877,9883,658220
486240,2024-06-29,Poznan,Naramowice,1.0,61.0,13.0,5.0,1.0,2019.0,1.68,51-550,8314,507136
646487,2025-08-21,Poznan,Rataje,4.0,81.1,13.0,10.0,1.0,1984.0,3.06,15-836,6066,491922
211731,2024-12-20,Poznan,Grunwald,3.0,89.8,3.0,7.0,1.0,1961.0,10.32,32-143,3780,339462
25342,2024-04-23,Krakow,Podgorze,5.0,120.2,7.0,8.0,1.0,1959.0,8.14,28-987,5279,634584
466050,2025-04-08,Warszawa,Srodmiescie,2.0,66.5,15.0,5.0,1.0,1965.0,18.83,25-421,3934,261595
288184,2024-06-09,Lodz,Srodmiescie,1.0,73.5,13.0,10.0,1.0,1955.0,1.76,59-760,7024,516264
392300,2025-09-27,Krakow,Krowodrza,4.0,65.3,5.0,5.0,0.0,1989.0,21.34,22-610,3500,228550
335217,2024-02-28,Wroclaw,Psie Pole,,94.1,4.0,11.0,1.0,1975.0,1.75,38-642,6824,642129
772967,2025-01-05,Krakow,Czyzyny,4.0,103.1,13.0,,1.0,2006.0,9.88,64-799,5299,546344
86296,2024-10-18,Warszawa,Bemowo,1.0,75.2,11.0,6.0,1.0,1973.0,3.85,51-104,8993,676249
21472,2024-09-08,Warszawa,Bemowo,5.0,89.3,6.0,13.0,1.0,1956.0,5.88,19-287,7444,664764
432175,2025-02-16,Wroclaw,Fabryczna,3.0,80.4,4.0,11.0,,1975.0,5.83,42-873,5020,403622
41672,2025-03-14,Krakow,Stare Miasto,3.0,68.7,1.0,5.0,1.0,2023.0,,15-136,7936,545192
788898,2024-09-23,Wroclaw,Oltaszyn,5.0,85.3,11.0,9.0,1.0,2008.0,2.97,36-819,7484,638344
691488,2025-03-01,Gdansk,Chelm,3.0,109.5,11.0,11.0,1.0,1977.0,4.06,15-559,6538,715951
134274,2025-08-04,Krakow,Bronowice,3.0,88.1,9.0,15.0,1.0,2013.0,12.59,65-345,3908,344296
696042,2025-04-22,Warszawa,Zoliborz,1.0,51.6,4.0,,,2023.0,5.06,50-799,10141,523293
612540,2025-01-02,Warszawa,Ursynow,3.0,60.1,10.0,11.0,1.0,1991.0,1.57,65-702,11516,692124
475983,2024-12-10,Wroclaw,Oltaszyn,3.0,72.9,1.0,4.0,0.0,1990.0,11.29,18-877,3532,257493
674239,2024-11-15,Lodz,Gorny,5.0,68.4,15.0,10.0,1.0,1977.0,2.67,18-613,5113,349750
337878,2024-12-29,Lodz,Retkinia,2.0,65.9,2.0,7.0,1.0,1967.0,7.13,78-383,3613,238069
656791,2024-10-16,Gdansk,Chelm,4.0,95.1,1.0,,1.0,,1.53,82-130,7747,736768
740364,2025-05-30,Poznan,Jezyce,5.0,119.4,6.0,4.0,0.0,2012.0,10.41,11-199,3500,417900
283644,2025-07-15,Krakow,Stare Miasto,3.0,51.9,6.0,15.0,1.0,1961.0,0.9,39-333,12127,629366
277167,2024-01-17,Gdansk,Orunia,5.0,135.1,6.0,4.0,0.0,1994.0,1.08,34-357,7089,957681
249662,2023-10-24,Krakow,Stare Miasto,5.0,77.1,1.0,9.0,1.0,1967.0,6.98,50-622,7121,549012
160505,2024-04-08,Poznan,Nowe Miasto,3.0,85.0,10.0,17.0,1.0,1959.0,9.58,28-834,3500,297500
35815,2025-03-31,Poznan,Stare Miasto,3.0,63.1,4.0,8.0,1.0,1957.0,8.16,43-275,4753,299920
86974,2024-11-23,Warszawa,Zoliborz,3.0,98.5,,16.0,1.0,2016.0,3.89,70-876,10651,1049123
311247,2025-04-12,Gdansk,Orunia,1.0,45.6,6.0,,,2011.0,5.85,93-110,5140,234402
696374,2024-07-20,Lodz,Widzew,3.0,72.9,0.0,5.0,1.0,2004.0,1.41,11-336,5760,419919
749342,2025-04-16,Lodz,Retkinia,4.0,130.6,1.0,16.0,1.0,1977.0,3.16,59-701,4760,621691
52001,2024-03-10,Lodz,Teofilow,5.0,107.9,2.0,9.0,1.0,2012.0,6.04,77-916,4236,457021
153854,2025-08-28,Wroclaw,Psie Pole,,70.3,8.0,4.0,0.0,1998.0,18.92,96-869,3500,246050
395572,2025-06-28,Gdansk,Przymorze,1.0,55.5,4.0,8.0,1.0,2007.0,4.8,68-121,7047,391101
292869,2024-09-13,Wroclaw,Psie Pole,4.0,74.0,2.0,8.0,0.0,1991.0,3.57,82-100,5989,443179
722663,2025-02-01,Wroclaw,Oporow,3.0,57.6,0.0,13.0,1.0,1956.0,6.09,15-977,4787,275720
12417,2025-08-11,Wroclaw,Biskupin,5.0,94.8,6.0,5.0,1.0,,11.35,82-269,3957,375124
286551,2024-06-12,Warszawa,Wola,5.0,114.9,5.0,5.0,1.0,2000.0,2.31,53-488,13162,1512302
248314,2025-02-02,Warszawa,Ursus,2.0,105.9,7.0,15.0,1.0,1975.0,3.49,20-834,8230,871529
357582,2023-12-28,Lodz,Srodmiescie,4.0,110.1,5.0,,1.0,1973.0,1.39,51-580,7419,816839
542665,2024-03-04,Gdansk,Osowa,4.0,75.6,2.0,12.0,1.0,1955.0,1.46,22-795,7198,544153
463808,2024-07-13,Warszawa,Ursynow,2.0,113.6,14.0,13.0,0.0,1973.0,3.26,59-776,9302,1056670
615917,2023-10-16,Warszawa,Bielany,2.0,65.3,14.0,15.0,0.0,2001.0,5.04,78-363,7823,510851
260218,2024-02-09,Krakow,Stare Miasto,3.0,85.9,2.0,17.0,1.0,1959.0,5.07,69-570,8292,712293
717853,2025-05-31,Wroclaw,Biskupin,2.0,59.6,6.0,9.0,1.0,,14.65,88-731,3500,208600
382954,2024-03-10,Warszawa,Wola,5.0,81.2,2.0,12.0,1.0,1965.0,2.57,75-465,12122,984275
507254,2025-08-14,Gdansk,Orunia,4.0,81.7,12.0,11.0,1.0,1955.0,3.32,10-304,6510,531845
683157,2025-07-04,Lodz,Polesie,2.0,66.4,0.0,8.0,1.0,1986.0,11.27,70-622,3500,232400
42024,2025-08-11,Warszawa,Wola,3.0,75.5,1.0,9.0,1.0,2000.0,11.15,53-729,5928,447581
445,2024-10-11,Warszawa,Zoliborz,2.0,66.5,6.0,8.0,1.0,1970.0,,60-431,5179,344393
9579,2024-01-14,Krakow,Podgorze,4.0,72.4,2.0,4.0,0.0,,7.92,88-168,5342,386780
85272,2024-02-07,Poznan,Stare Miasto,2.0,67.7,12.0,15.0,1.0,1993.0,7.62,73-565,5403,365750
600314,2024-10-16,Lodz,Srodmiescie,2.0,89.5,0.0,12.0,1.0,1991.0,3.22,14-784,7075,633213
761874,2024-10-16,Gdansk,Przymorze,,110.7,10.0,15.0,1.0,1967.0,28.25,86-165,3500,387450
609432,2024-10-28,Poznan,Stare Miasto,5.0,54.9,12.0,17.0,,1985.0,3.64,10-933,7728,424273
565784,2025-08-11,Wroclaw,Oltaszyn,1.0,67.0,6.0,4.0,0.0,1986.0,4.85,63-132,5887,394455
402161,2025-08-02,Warszawa,Srodmiescie,3.0,70.8,2.0,15.0,1.0,1962.0,8.94,17-329,6951,492101
412517,2024-07-01,Poznan,Stare Miasto,4.0,96.1,10.0,12.0,1.0,1985.0,1.07,40-167,9789,940708
457453,2024-05-29,Krakow,Pradnik,3.0,75.7,6.0,17.0,1.0,2009.0,3.78,27-616,7069,535156
448096,2025-02-15,Poznan,Stare Miasto,1.0,56.5,10.0,,1.0,1971.0,0.34,74-501,10448,590310
420204,2024-03-01,Lodz,Baluty,2.0,70.3,5.0,15.0,1.0,1987.0,0.76,96-788,6084,427672
76946,2024-10-01,Wroclaw,Stare Miasto,1.0,53.1,0.0,6.0,1.0,1981.0,17.12,63-871,3500,185850
783276,2024-09-07,Gdansk,Przymorze,,98.1,2.0,7.0,1.0,1985.0,5.92,14-893,6154,603742
44428,2025-05-05,Warszawa,Srodmiescie,2.0,59.4,5.0,6.0,1.0,,3.23,16-287,12926,767790
554902,2024-07-13,Krakow,Bronowice,,67.1,12.0,14.0,1.0,1962.0,2.93,35-410,8311,557653
268779,2024-11-15,Warszawa,Wola,5.0,88.6,12.0,10.0,1.0,1984.0,10.09,57-447,7271,644182
198390,2025-02-22,Warszawa,Zoliborz,1.0,73.7,11.0,14.0,1.0,1986.0,9.16,90-694,6953,512459
563947,2024-07-16,Wroclaw,Srodmiescie,2.0,55.0,3.0,4.0,0.0,1984.0,6.35,46-313,6570,361337
659353,2024-01-28,Warszawa,Bielany,3.0,91.9,7.0,16.0,,2020.0,,42-490,7737,711074
293567,2023-11-04,Krakow,Czyzyny,2.0,89.2,4.0,6.0,1.0,2007.0,9.15,60-572,4962,442575
633120,2025-09-02,Gdansk,Orunia,4.0,72.4,9.0,16.0,1.0,1988.0,2.71,11-314,6663,482423
624493,2024-05-23,Poznan,Wilda,1.0,79.5,11.0,11.0,1.0,2015.0,4.57,36-228,6724,534580
185956,2024-08-27,Warszawa,Praga,3.0,103.2,3.0,15.0,1.0,1970.0,2.23,19-141,9535,983979
708371,2024-03-19,Krakow,Czyzyny,2.0,62.0,8.0,14.0,0.0,2020.0,8.06,18-880,5209,322963
258427,2024-10-02,Krakow,Zwierzyniec,4.0,87.4,7.0,6.0,1.0,1966.0,5.59,93-124,7314,639200
426872,2024-04-22,Lodz,Gorny,2.0,108.9,10.0,,1.0,1972.0,2.99,91-952,4623,503417
275590,2025-06-03,Wroclaw,Oltaszyn,4.0,66.7,7.0,4.0,0.0,2007.0,3.71,20-984,5683,379088
569742,2025-02-16,Poznan,Rataje,2.0,60.4,6.0,7.0,1.0,1990.0,4.45,76-170,6394,386184
631787,2024-09-03,Warszawa,Wola,5.0,110.3,4.0,8.0,1.0,1963.0,8.22,97-440,8163,900331
656597,2025-10-05,Wroclaw,Oltaszyn,3.0,65.1,7.0,5.0,1.0,,2.9,55-494,7224,470290
237028,2024-01-10,Wroclaw,Fabryczna,5.0,95.4,2.0,,1.0,1996.0,15.33,67-113,3500,333900
464348,2025-07-28,Lodz,Baluty,4.0,75.3,6.0,14.0,1.0,2010.0,6.95,20-485,4072,306619
359478,2024-01-29,Krakow,Nowa Huta,2.0,93.4,2.0,9.0,1.0,1980.0,0.99,98-409,8072,753932
290604,2024-02-14,Warszawa,Targowek,5.0,69.2,10.0,8.0,1.0,1993.0,1.87,75-562,11085,767071
300914,2025-08-13,Gdansk,Przymorze,2.0,71.0,4.0,8.0,0.0,1971.0,3.91,27-130,7583,538371
323579,2024-12-31,Krakow,Pradnik,3.0,83.4,0.0,4.0,0.0,1969.0,1.9,15-759,7716,643536
675838,2024-10-12,Krakow,Nowa Huta,2.0,83.8,9.0,6.0,1.0,1988.0,6.02,64-853,5866,491593
279606,2024-10-29,Warszawa,Srodmiescie,5.0,111.8,1.0,10.0,1.0,2011.0,6.67,64-499,9700,1084462
21203,2024-08-12,Wroclaw,Fabryczna,1.0,84.5,12.0,13.0,1.0,2000.0,4.38,75-105,6614,558910
404807,2024-05-17,Warszawa,Zoliborz,3.0,88.9,0.0,4.0,,2001.0,6.67,55-693,7950,706760
412612,2024-03-01,Poznan,Nowe Miasto,2.0,82.3,0.0,5.0,1.0,2002.0,8.22,88-623,3898,320828
257521,2025-09-17,Gdansk,Wrzeszcz,4.0,57.0,6.0,13.0,1.0,1964.0,3.05,37-862,7837,446729
231335,2025-04-11,Lodz,Gorny,4.0,71.5,7.0,4.0,0.0,1959.0,10.27,26-335,3500,250250
334203,2025-08-02,Warszawa,Srodmiescie,1.0,54.5,0.0,11.0,1.0,1972.0,6.63,11-748,9426,513739
90173,2025-03-21,Gdansk,Osowa,2.0,57.1,5.0,6.0,,2012.0,4.83,64-839,6430,367177
586470,2025-07-23,Warszawa,Ursus,4.0,83.1,2.0,5.0,1.0,2017.0,4.87,36-632,7843,651751
138496,2024-04-08,Warszawa,Praga,4.0,85.9,0.0,14.0,1.0,1964.0,6.88,31-845,6534,561280
28561,2025-08-31,Wroclaw,Oporow,4.0,83.1,2.0,14.0,1.0,2018.0,4.21,96-758,6583,547040
206041,2023-12-01,Warszawa,Wola,1.0,55.6,7.0,11.0,1.0,1994.0,4.92,48-969,10936,608015
759,2024-01-07,Wroclaw,Krzyki,5.0,103.3,15.0,6.0,0.0,2015.0,1.97,82-980,8405,868200
519449,2024-03-18,Warszawa,Bielany,4.0,71.7,8.0,14.0,1.0,2011.0,4.06,35-489,8801,631047
532694,2025-09-21,Krakow,Pradnik,4.0,102.9,8.0,16.0,1.0,1963.0,3.14,76-197,7125,733142
419438,2023-10-31,Poznan,Wilda,4.0,78.8,1.0,13.0,0.0,1966.0,3.88,13-993,5371,423243
613872,2024-11-26,Poznan,Rataje,,91.8,4.0,,1.0,1993.0,1.63,21-220,7390,678407
185109,2024-05-07,Gdansk,Przymorze,5.0,99.0,13.0,7.0,1.0,1984.0,12.23,37-227,4113,407149
10420,2023-11-28,Warszawa,Targowek,1.0,,2.0,13.0,1.0,1974.0,5.12,14-489,6460,420521
259283,2024-06-23,Wroclaw,Krzyki,2.0,59.4,4.0,,1.0,2006.0,3.02,14-931,7257,431084
753998,2024-05-24,Wroclaw,Biskupin,1.0,44.4,12.0,4.0,0.0,1965.0,9.2,77-115,3500,155400
67097,2024-03-09,Warszawa,Bemowo,1.0,65.3,0.0,8.0,1.0,1961.0,4.75,19-763,7244,473035
180040,2023-11-17,Gdansk,Zaspa,3.0,122.2,5.0,11.0,1.0,1966.0,,45-480,6550,800370
602854,2023-11-22,Warszawa,Ursus,,57.2,4.0,6.0,1.0,1959.0,12.05,46-708,4703,269024
545605,2023-10-24,Warszawa,Bielany,1.0,88.9,9.0,17.0,1.0,1989.0,3.98,46-716,10202,906934
277089,2024-09-23,Poznan,Grunwald,1.0,60.5,11.0,14.0,1.0,2006.0,4.07,36-398,6956,420853
615210,2025-05-27,Krakow,Zwierzyniec,2.0,63.6,10.0,11.0,1.0,2017.0,2.81,76-614,10552,671126
578059,2025-06-26,Krakow,Stare Miasto,1.0,53.6,0.0,17.0,0.0,2021.0,0.74,61-154,13176,706224
481594,2024-11-05,Krakow,Stare Miasto,4.0,66.2,9.0,15.0,1.0,2022.0,4.77,56-894,9691,641537
775309,2025-10-01,Poznan,Grunwald,2.0,104.5,,16.0,1.0,1991.0,2.57,75-580,6582,687780
285629,2025-01-22,Poznan,Winogrady,3.0,74.6,9.0,4.0,0.0,1987.0,10.17,69-266,3500,261100
20348,2024-02-21,Krakow,Zwierzyniec,1.0,40.7,10.0,5.0,1.0,1973.0,7.66,77-934,6545,266363
504154,2025-01-13,Lodz,Karolew,1.0,44.3,8.0,11.0,1.0,1960.0,,60-985,3500,155050
294226,2024-04-20,Warszawa,Bemowo,3.0,77.1,15.0,9.0,1.0,1977.0,4.93,25-383,8377,645879
97454,2025-03-25,Gdansk,Przymorze,5.0,90.6,5.0,13.0,1.0,1994.0,6.16,19-681,6035,546770
121929,2024-02-26,Gdansk,Wrzeszcz,4.0,85.2,5.0,4.0,0.0,1975.0,1.83,94-223,9765,832021
219289,2025-01-20,Warszawa,Targowek,2.0,59.2,,11.0,0.0,1992.0,1.84,83-830,9356,553867
